,DienTich,DiaChi,City,District,MucGia,SoPhongNgu,SoToilet,NoiThat,Lat,Long,HuongNha,HuongBanCong,PhapLy,Ward
16818,39.0,"Dự án Thủ Thiêm Green House, Đường Võ Chí Công, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",79,769,1060000000.0,1.0,1.0,,10.7565021514893,106.762496948242,,,,27112
16819,70.0,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",1,274,,2.0,2.0,,21.024394989013672,105.72908782958984,,,,9877
16820,217.0,"Dự án De La Sol, Đường Tôn Thất Thuyết, Phường 1, Quận 4, Hồ Chí Minh",79,773,21500000000.0,5.0,5.0,0,10.753677368164062,106.69046020507812,,,4,27298
16821,120.0,"Dự án The Sun Mễ Trì, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",1,19,5700000000.0,4.0,3.0,2,21.015907287597656,105.78018188476562,7,6,1,631
16822,51.0,"Dự án Bcons City, Đường Thống Nhất, Phường Đông Hòa, Dĩ An, Bình Dương",74,724,2400000000.0,2.0,2.0,3,10.891335487365723,106.8016586303711,,,4,25957
16823,112.0,"One 18 Ngọc Lâm, ngõ 298, Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",1,4,5800000000.0,,,1,21.048288345336914,105.87445068359375,,,,133
16824,100.0,"Dự án Lexington Residence, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,4750000000.0,3.0,2.0,2,10.799081802368164,106.75177001953125,,,4,27091
16825,85.0,"Dự án The Sun Mễ Trì, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",1,19,4099999999.9999995,3.0,2.0,2,21.015907287597656,105.78018188476562,7,6,1,631
16826,88.0,"Dự án Chung cư Phúc Yên, Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",79,766,2750000000.0,2.0,2.0,3,10.825569152832031,106.62985229492188,,,1,27007
16827,86.0,"Dự án Bohemia Residence, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",1,9,5000000000.0,2.0,2.0,1,20.9974040985107,105.804061889648,,5,,355
16828,28.0,"Dự án Sun Grand City Hillside Residence, Phường An Thới, Phú Quốc, Kiên Giang",91,911,2200000000.0,1.0,1.0,2,10.030241012573242,104.01201629638672,,,1,31081
16829,75.0,"Dự án Victoria Village, Đường Đồng Văn Cống, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",79,769,3800000000.0,2.0,2.0,,10.776856422424316,106.75929260253906,,,,27112
16830,91.0,"Dự án Grand Sunlake, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",1,268,3549000000.0,2.0,2.0,2,20.979528427124023,105.78756713867188,7,6,1,9542
16831,40.0,"The Sun Avenue, 28, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,1830000000.0,1.0,1.0,3,10.7884483337402,106.751968383789,,6,4,27091
16832,115.0,"Dự án The Crest Residence, Đường Đại Lộ Vòng Cung, Phường An Khánh, Quận 2, Hồ Chí Minh",79,769,17000000000.0,2.0,2.0,3,10.7790193557739,106.715606689453,,,,27106
16833,50.0,"The Sun Avenue, 28, Đường Mai Chí Thọ, Phường An Phú, Quận 2, Hồ Chí Minh",79,769,2400000000.0,1.0,1.0,2,10.788448333740234,106.75196838378906,,,4,27091
16834,57.0,"Dự án VSIP 1, Đường Hữu Nghị, Phường Bình Hòa, Thuận An, Bình Dương",74,725,1600000000.0,2.0,2.0,3,10.924910545349121,106.71435546875,2,2,1,25987
16835,74.5,"Dự án Masteri Centre Point, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,5100000000.0,2.0,2.0,2,10.835247993469238,106.8302230834961,,,4,26833
16836,57.0,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",1,19,,2.0,1.0,2,20.9989585876465,105.788032531738,7,6,1,631
16837,35.0,"Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",1,19,2400000000.0,1.0,1.0,2,21.0118827819824,105.786445617676,7,6,1,631
16838,215.0,"Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội",1,3,20000000000.0,4.0,3.0,2,21.078651428222656,105.8026123046875,,,2,91
16839,48.0,"Dự án The Emerald 68, Đường Vĩnh Phú 10, Phường Vĩnh Phú, Thuận An, Bình Dương",74,725,2200000000.0,1.0,,,10.873432159423828,106.70931243896484,,,,25990
16840,50.0,"Dự án Charmington La Pointe, 181 Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",79,771,2790000000.0,1.0,1.0,2,10.7747411727905,106.674629211426,,,4,27172
16841,147.0,"Dự án Green House, Phường Đức Giang, Long Biên, Hà Nội",1,4,6700000000.0,3.0,,,21.07016944885254,105.9068374633789,,,,124
16842,50.0,"Charmington La Pointe, 181, Đường Cao Thắng, Phường 12, Quận 10, Hồ Chí Minh",79,771,2500000000.0,1.0,1.0,2,10.774741172790527,106.67462921142578,,,,27172
16843,85.0,"Dự án Riverside Garden, Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",1,9,4000000000.0,2.0,,,20.990699768066406,105.81427764892578,,,,364
16844,128.0,"Dự án Times Tower Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,6700000000.0,3.0,2.0,,21.002634048461914,105.80155944824219,,6,,343
16845,136.0,"Dự án Thanh Xuân Complex, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",1,9,7500000000.0,3.0,2.0,,20.9992942810059,105.804954528809,,,,355
16846,135.0,"Dự án Hapulico Complex, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",1,9,6200000000.0,3.0,2.0,,21.00048828125,105.807159423828,,6,,355
16847,120.0,"Dự án Licogi 13 Tower, Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,4600000000.0,3.0,3.0,2,20.99883270263672,105.79779815673828,,,1,343
16848,68.0,"Dự án Pháp Vân Tứ Hiệp, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,2950000000.0,2.0,2.0,2,20.9562702178955,105.84504699707,4,3,1,337
16849,92.0,"Dự án Tòa Tháp Thiên Niên Kỷ, Đường Quang Trung, Phường Yết Kiêu, Hà Đông, Hà Nội",1,268,4600000000.0,3.0,2.0,2,20.9733200073242,105.778282165527,,,1,9547
16850,68.0,"Dự án South Tower Hoàng Liệt, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,2950000000.0,2.0,2.0,2,20.962495803833,105.844841003418,4,3,1,337
16851,72.0,"Dự án Hope Residence, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",1,4,2400000000.0,2.0,2.0,2,21.040498733520508,105.90479278564453,7,6,1,151
16852,80.0,"Dự án Fiato Premier, Đường Tô Ngọc Vân, Phường Tam Phú, Thủ Đức, Hồ Chí Minh",79,762,3480000000.0,2.0,2.0,2,10.8644762039185,106.741882324219,6,7,4,26806
16853,66.0,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",1,274,3630000000.0,2.0,2.0,2,21.0243949890137,105.72908782959,8,5,1,9877
16854,89.0,"Dự án Rainbow Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,,3.0,2.0,2,20.963884353637695,105.82416534423828,2,1,1,337
16855,70.5,"Dự án Vinhomes Symphony Riverside, Phường Việt Hưng, Long Biên, Hà Nội",1,4,5500000000.0,2.0,2.0,,21.046152114868164,105.9156494140625,,,1,127
16856,72.0,"Dự án Kingdom 101, Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",79,771,5700000000.0,2.0,,2,10.7759380340576,106.661918640137,,,,27169
16857,99.0,"Dự án The Rivana, Đường Quốc Lộ 13, Phường Vĩnh Phú, Thuận An, Bình Dương",74,725,3600000000.0,3.0,2.0,2,10.8790426254272,106.699157714844,,,1,25990
16858,69.0,"Dự án Iris Tower, Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",74,725,1300000000.0,2.0,2.0,2,10.919034957885742,106.73271942138672,,,1,25987
16859,90.0,"Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",1,9,5200000000.0,3.0,,2,20.998046875,105.80354309082031,,6,,355
16860,74.0,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",1,7,5000000000.0,2.0,2.0,2,20.994333267211914,105.86756134033203,,,1,283
16861,55.0,"Phố Trần Quý Kiên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",1,5,2650000000.0,2.0,1.0,,21.0375451,105.7919566,,,1,166
16862,51.0,"Dự án Dic Phoenix, Đường 3/2, Phường Nguyễn An Ninh, Vũng Tàu, Bà Rịa Vũng Tàu",77,747,1730000000.0,1.0,1.0,,10.37678050994873,107.11027526855469,6,,,26526
16863,82.0,"Dự án The One Residence - Gamuda Garden, Đường Pháp Vân, Phường Trần Phú, Hoàng Mai, Hà Nội",1,8,3950000000.0,3.0,2.0,2,20.9692039489746,105.876914978027,,,,334
16864,70.0,"Gelexia Riverside, 885, Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội.",1,8,3100000000.0,2.0,2.0,2,20.9729385375977,105.866355895996,,,,340
16865,87.0,"Dự án Đồng Phát Park View Tower, Đường Tân Mai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",1,8,3800000000.0,3.0,2.0,,20.9800987243652,105.874244689941,,,,304
16866,68.0,"Dự án The Era Town, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",79,778,2250000000.0,2.0,2.0,3,10.699416160583496,106.7301254272461,,,1,27493
16867,67.0,"Dự án The Era Town, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",79,778,2250000000.0,2.0,2.0,,10.699416160583496,106.7301254272461,,,1,27493
16868,102.0,"Dự án Feliz En Vista, Đường Phan Văn Đáng, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",79,769,7900000000.0,2.0,2.0,2,10.776885986328125,106.7562026977539,,,1,27112
16869,73.0,"Dự án Xuân Mai Tower - CT2 Tô Hiệu, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",1,268,3400000000.0,2.0,2.0,2,20.9627113342285,105.773429870605,,,1,9556
16870,67.0,"Dự án Moonlight Residences, Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",79,762,2800000000.0,2.0,2.0,,10.8428354263306,106.763008117676,,,,26824
16871,76.7,"Tây Hồ Residence, số 68a, Phường Xuân La, Tây Hồ, Hà Nội",1,3,,2.0,2.0,,21.055544,105.80513,,,,103
16872,86.0,"Dự án 9 View Apartment, Đường Tăng Nhơn Phú, Phường Phước Long B, Quận 9, Hồ Chí Minh",79,763,2500000000.0,3.0,2.0,,10.8291959762573,106.773590087891,,,,26848
16873,82.0,"Dự án Green Park CT15 Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",1,4,4750000000.0,2.0,2.0,2,21.064611434936523,105.91111755371094,,,,121
16874,72.0,"Dự án KĐT Linh Đàm, Phường Đại Kim, Hoàng Mai, Hà Nội",1,8,2490000000.0,2.0,2.0,,20.97145652770996,105.82817077636719,,,4,316
16875,65.0,"Dự án Westbay Sky Residences - Ecopark , Xã Phụng Công, Văn Giang, Hưng Yên",33,326,2500000000.0,2.0,2.0,2,20.951030731201172,105.9259262084961,7,6,1,12028
16876,250.0,"Dự án Phú Hoàng Anh, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",79,786,5000000000.0,4.0,3.0,2,10.716768264770508,106.70431518554688,,,1,27646
16877,54.0,"Dự án Lumi Prestige, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",1,19,3726000000.0,2.0,,2,21.012405395507812,105.73401641845703,,,1,628
16878,100.0,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",1,5,4280000000.0000005,3.0,3.0,2,21.008365631103516,105.80290985107422,,,1,175
16879,120.0,"Dự án Green Park CT15 Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",1,4,5750000000.0,3.0,2.0,2,21.064611434936523,105.91111755371094,7,6,1,121
16880,100.0,"Green Park Trần Thủ Độ, số 1, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,5350000000.0,3.0,2.0,2,20.958768844604492,105.8463134765625,,,2,337
16881,112.0,"Dự án Bình Vượng 200 Quang Trung, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",1,268,3800000000.0,4.0,2.0,,20.9668750762939,105.769638061523,7,6,,9550
16882,360.0,"Dự án The EverRich I, Đường 3/2, Phường 15, Quận 11, Hồ Chí Minh",79,772,22000000000.0,,,0,10.7632436752319,106.657119750977,,,1,27208
16883,48.2,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",79,763,2220000000.0,2.0,1.0,3,10.836082458496094,106.84791564941406,5,8,1,26830
16884,400.0,"Dự án The EverRich I, Đường 3/2, Phường 15, Quận 11, Hồ Chí Minh",79,772,31000000000.0,3.0,3.0,0,10.7632436752319,106.657119750977,,,1,27208
16885,40.0,"Newton Residence, 38, Đường Trương Quốc Dung, Phường 8, Phú Nhuận, Hồ Chí Minh",79,768,2400000000.0,1.0,1.0,,10.79820728302,106.672470092773,,,2,27064
16886,80.0,"Dự án Tân Tây Đô, Đường Quốc lộ 32, Xã Tân Lập, Đan Phượng, Hà Nội",1,273,,2.0,2.0,2,21.074520111083984,105.70022583007812,8,5,1,9820
16887,130.0,"Times Tower Lê Văn Lương, 35, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,8000000000.0,3.0,2.0,2,21.002634,105.80156,8,5,1,343
16888,92.0,"Dự án Sarina Condominium, Đường Mai Chí Thọ, Phường An Lợi Đông, Quận 2, Hồ Chí Minh",79,769,11000000000.0,2.0,2.0,2,10.773314476013184,106.72608947753906,,,4,27115
16889,64.0,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",1,19,3840000000.0,2.0,,,21.008852005004883,105.7439193725586,,,,628
16890,54.4,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",1,19,3264000000.0,2.0,,,21.008852005004883,105.7439193725586,,,,628
16891,110.0,"Dự án Diamond Crown Hải Phòng, Đường Lê Hồng Phong, Phường Đằng Giang, Ngô Quyền, Hải Phòng",31,304,5200000000.0,3.0,,,20.84686279296875,106.70698547363281,,,1,11359
16892,94.0,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",1,268,,3.0,2.0,2,20.976024627685547,105.7615966796875,5,7,1,9551
16893,72.0,"Dự án HH3 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,,2.0,2.0,2,20.963598251342773,105.82803344726562,5,,,337
16894,65.0,"Gelexia Riverside, 885, Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",1,8,3100000000.0,2.0,2.0,2,20.972938537597656,105.8663558959961,,,1,340
16895,75.0,"Dự án C1 C2 Xuân Đỉnh, ngõ 323 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",1,21,,2.0,2.0,2,21.0702457427979,105.791473388672,2,6,1,610
16896,79.0,"Dự án Eco Xuân, Đường Quốc Lộ 13, Phường Lái Thiêu, Thuận An, Bình Dương",74,725,2700000000.0,3.0,2.0,,10.909506797790527,106.7127914428711,,,1,25966
16897,74.0,"Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",1,21,4450000000.0,2.0,2.0,3,21.0495662689209,105.77859497070312,,,1,616
16898,28.0,"Dự án Vinhomes Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,1700000000.0,1.0,1.0,2,21.008852005004883,105.7439193725586,7,6,1,628
16899,228.0,"Dự án Mipec Riverside, Đường Long Biên, Phường Ngọc Lâm, Long Biên, Hà Nội",1,4,16000000000.0,3.0,3.0,2,21.0457458496094,105.86637878418,5,8,1,133
16900,58.0,"Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",1,5,1800000000.0,2.0,1.0,3,21.0450408,105.7921796,,,1,160
16901,77.0,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",1,4,3800000000.0,2.0,2.0,3,21.0359783172607,105.906295776367,7,8,4,142
16902,68.0,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",1,274,,2.0,2.0,2,21.024394989013672,105.72908782958984,,,1,9877
16903,57.0,"Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",79,778,2620000000.0,2.0,1.0,3,10.714189529418945,106.73777770996094,3,,2,27484
16904,154.0,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",1,3,19500000000.0,4.0,3.0,2,21.059675216674805,105.8040771484375,3,4,1,103
16905,70.0,"FLC Green Apartment, 18, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,3200000000.0,3.0,2.0,1,21.0295124053955,105.779083251953,2,6,,626
16906,70.0,"Dự án Chung cư Nguyễn Ngọc Phương, Đường Nguyễn Ngọc Phương, Phường 19, Bình Thạnh, Hồ Chí Minh",79,765,3300000000.0,2.0,2.0,,10.7891979217529,106.708442687988,,,,26959
16907,95.0,"Dự án Chung cư Nguyễn Ngọc Phương, Đường Nguyễn Ngọc Phương, Phường 19, Bình Thạnh, Hồ Chí Minh",79,765,5500000000.0,3.0,2.0,2,10.7891979217529,106.708442687988,,,,26959
16908,30.0,"Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội",1,9,1980000000.0,2.0,,2,20.9916846,105.8412445,,,1,358
16909,50.0,"Dự án EhomeS Nam Sài Gòn, Đường Nguyễn Văn Linh, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",79,785,1700000000.0,1.0,1.0,3,10.7226495742798,106.660278320313,1,,4,27619
16910,493.0,"Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội",1,3,110000000000.0,6.0,5.0,3,21.078651428222656,105.8026123046875,7,6,1,91
16911,95.0,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",1,274,5000000000.0,3.0,3.0,2,21.024394989013672,105.72908782958984,,6,1,9877
16912,67.0,"Dự án HH4 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,2300000000.0,2.0,2.0,2,20.963314056396484,105.82673645019531,5,8,,337
16913,70.0,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",1,19,3100000000.0,2.0,2.0,2,20.998958587646484,105.78803253173828,8,5,1,631
16914,81.0,"Dự án Hưng Vượng 3, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",79,778,3080000000.0,2.0,1.0,2,10.72923469543457,106.70845794677734,4,1,1,27490
16915,85.0,"Dự án 282 Nguyễn Huy Tưởng, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",1,9,4600000000.0,3.0,2.0,,20.99632453918457,105.80266571044922,7,6,1,367
16916,60.0,"Tô Ký Tower, số 10A, Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",79,761,2100000000.0,2.0,2.0,3,10.8565435409546,106.614395141602,,,1,26785
16917,130.0,"Dự án Grand View, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",79,778,6200000000.0,3.0,2.0,2,10.721883773803711,106.71209716796875,,,1,27490
16918,62.0,"Dự án Eco Central Park Vinh, Đường Nguyễn Sỹ Sách, Xã Hưng Hòa, Vinh, Nghệ An",40,412,1650000000.0,2.0,2.0,3,18.686508178710938,105.6872787475586,1,2,4,16711
16919,250.0,"Dự án Hưng Vượng 2, Phường Tân Phong, Quận 7, Hồ Chí Minh",79,778,8199999999.999999,4.0,4.0,2,10.730611801147461,106.70964050292969,4,3,1,27490
16920,50.0,"Dự án The Filmore Da Nang, Đường Bạch Đằng, Phường Bình Thuận, Hải Châu, Đà Nẵng",48,492,5200000000.0,1.0,1.0,2,16.05558967590332,108.22355651855469,6,7,1,20254
16921,89.0,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,6000000000.0,2.0,2.0,2,21.03445816040039,105.7696533203125,,,1,626
16922,113.0,"Dự án Mỹ Khánh 4, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",79,778,4500000000.0,3.0,2.0,2,10.7268991470337,106.709037780762,,,1,27490
16923,50.0,"Dự án EHome 3, Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",79,777,1560000000.0,1.0,1.0,2,10.713743209838867,106.60841369628906,,,1,27460
16924,145.0,"Dự án The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",1,19,,4.0,3.0,3,21.00938606262207,105.77387237548828,5,6,1,631
16925,49.0,"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,2300000000.0,1.0,1.0,0,10.841276168823242,106.8386001586914,6,6,4,26833
16926,100.0,"Dự án Discovery Complex, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",1,5,6300000000.0,2.0,2.0,2,21.035051345825195,105.79497528076172,5,6,,166
16927,107.7,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",1,19,,3.0,2.0,3,21.03445816040039,105.7696533203125,,,1,626
16928,65.0,"Dự án Handi Resco Lê văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",1,9,5050000000.0,2.0,2.0,2,21.003639221191406,105.802978515625,7,6,1,343
16929,36.0,"Phố Thành Công Bắc, Phường Thành Công, Ba Đình, Hà Nội",1,1,2600000000.0,2.0,,,21.0224017,105.8158599,,,1,34
16930,114.0,"Feliz Homes, 297, Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",1,8,6500000000.0,3.0,2.0,2,20.98483657836914,105.85985565185547,,,2,322
16931,67.0,"Dự án Iris Tower, Đường Nguyễn Du, Phường Bình Hòa, Thuận An, Bình Dương",74,725,1180000000.0,2.0,2.0,2,10.9252713752766,106.733406066895,3,4,1,25987
16932,59.0,"Dự án Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,2069999999.9999998,2.0,1.0,,10.841423034668,106.840118408203,,,1,26833
16933,60.0,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",79,763,2049999999.9999998,2.0,1.0,2,10.841423034668,106.840118408203,5,6,4,26833
16934,62.0,"Dự án The Sang Residence, Đường Phạm Kiệt, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",48,494,3670000000.0,1.0,1.0,1,16.0388774871826,108.247406005859,6,6,1,20285
16935,76.27,"Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,2580000000.0,3.0,2.0,2,20.96433448791504,105.8272933959961,5,8,,337
16936,97.0,"Dự án Yên Hòa, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",1,5,4990000000.0,3.0,2.0,2,21.01875877380371,105.7947769165039,8,5,1,172
16937,54.0,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,3200000000.0,2.0,,,21.008852005004883,105.7439193725586,,,,628
16938,66.0,"Carillon 7, 33, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",79,767,3200000000.0,2.0,1.0,3,10.761143,106.630135,2,1,1,27040
16939,250.0,"Dự án Mỹ Đình Pearl, Phường Phú Đô, Nam Từ Liêm, Hà Nội",1,19,21000000000.0,4.0,4.0,2,21.012432098388672,105.76739501953125,,,1,632
16940,65.0,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh",79,767,3000000000.0,2.0,1.0,3,10.7611427307129,106.63013458252,2,1,1,27040
16941,100.0,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",1,7,7950000000.0,3.0,2.0,2,20.99479103088379,105.86784362792969,2,5,1,283
16942,103.0,"Dự án Park View, Đường Nguyễn Đức Cảnh, Phường Tân Phú, Quận 7, Hồ Chí Minh",79,778,5850000000.0,,,2,10.728137969970703,106.71177673339844,,,,27487
16943,70.0,"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội",1,6,1590000000.0,2.0,2.0,2,21.0186842,105.838221,,,4,202
16944,68.0,"Dự án The Pegasuite, Phố Tạ Quang Bửu, Phường 6, Quận 8, Hồ Chí Minh",79,776,3150000000.0,2.0,2.0,2,10.7341728210449,106.653594970703,6,7,4,27424
16945,59.0,"Dự án Citi Esto, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",79,769,2000000000.0,2.0,2.0,3,10.77303695678711,106.77127075195312,,6,1,27109
16946,55.0,"Dự án KĐT Xa La, Đường 70, Phường Phúc La, Hà Đông, Hà Nội",1,268,,2.0,1.0,2,20.962467193603516,105.79236602783203,5,8,4,9553
16947,109.0,"Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",1,5,5850000000.0,3.0,2.0,,21.029237747192383,105.79385375976562,8,5,,166
16948,42.0,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",1,19,2600000000.0,1.0,,,21.008852005004883,105.7439193725586,,,,628
16949,64.0,"Dự án Rice City Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",1,8,3350000000.0,2.0,2.0,2,20.963834762573242,105.82245635986328,5,8,1,337
16950,44.0,"Dự án Phú Đông SkyOne, Đường Vũng Thiện, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",74,724,1400000000.0,1.0,1.0,3,10.928084373474121,106.75273895263672,7,6,4,25948
16951,45.0,"Dự án D’. El Dorado II, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",1,3,3150000000.0,2.0,,2,21.0707530975342,105.8095703125,,,4,103
